,dataset,target_coverage,expected_coverage,coverage,mse_expected,mse_filtered,mse_prop_base,comparison_loss
423,49_LEV,0.4,0.4259567387687188,0.37092731829573933,0.21373677580581057,0.2878377124013989,0.7166562752293044,0.5296235745427659
424,49_LEV,0.5,0.5657237936772047,0.5012531328320802,0.2417323073948513,0.3074568163200098,0.7713685507024802,0.5296235745427659
425,49_LEV,0.6,0.6422628951747088,0.5789473684210527,0.26007027918128456,0.29280833528629463,0.7364317429660974,0.5296235745427659
426,49_LEV,0.7000000000000001,0.7920133111480865,0.7117794486215538,0.29401078016996474,0.32337359404840194,0.7983813611870895,0.5296235745427659
427,49_LEV,0.8,0.8252911813643927,0.7468671679197995,0.3014375012159607,0.3192385930941959,0.7897633790820765,0.5296235745427659
428,49_LEV,0.9,0.9667221297836939,0.9398496240601504,0.36924784065944566,0.35126076333777706,0.8675323752745111,0.5296235745427659
429,49_LEV,1.0,1.0,1.0,0.4017684736776726,0.4016118185976373,1.0,0.5296235745427659
430,4_elevators,0.1,0.17078313253012048,0.16644072902545565,2.5888889570115658e-06,3.0849509710856526e-06,0.32044091735239105,8.3456825576141e-06
431,4_elevators,0.2,0.2143574297188755,0.21177888236180148,2.6551878359118357e-06,2.9830585722205364e-06,0.32097976259303357,8.3456825576141e-06
432,4_elevators,0.30000000000000004,0.3602409638554217,0.35954209971381235,2.9961384161645404e-06,3.1634055483208085e-06,0.33780217670447,8.3456825576141e-06
433,4_elevators,0.4,0.4022088353413655,0.40141587588492245,3.1506976223916373e-06,3.248718169859542e-06,0.34517731719077605,8.3456825576141e-06
434,4_elevators,0.5,0.555421686746988,0.5511372194607622,3.772021514424558e-06,4.0262208140023454e-06,0.4396602307923154,8.3456825576141e-06
435,4_elevators,0.6,0.6373493975903615,0.6395541497213436,4.045644692316768e-06,4.09521217717581e-06,0.4425390379652399,8.3456825576141e-06
436,4_elevators,0.7000000000000001,0.7488955823293173,0.7538785961741226,4.375151208505035e-06,4.6023136773353475e-06,0.49393279545963603,8.3456825576141e-06
437,4_elevators,0.8,0.8161646586345381,0.8200030125018828,4.655129906068563e-06,5.2297697011422155e-06,0.5574049283738235,8.3456825576141e-06
438,4_elevators,0.9,0.9017068273092369,0.9052568157855099,5.466603069834325e-06,5.648450968461405e-06,0.5748052943435267,8.3456825576141e-06
